query_id	species	typestrain_id	region_mismatches	region_positions	probability_incompatible
Otu0003	Bacteroides fragilis	CR626927	5	253	0.28678998800033684
Otu0003	Bacteroides hominis	MT905160	5	253	0.3011805920179388
Otu0003	Bacteroides faecalis	MK207058	7	254	0.6252280863013638
Otu0004	Bacteroides caccae	CP022412	0	253	0.0001729244851048639
Otu0004	Bacteroides finegoldii	AB222699	5	253	0.2809877836233925
Otu0004	Bacteroides intestinalis	AB214328	6	253	0.4496165535090849
Otu0004	Bacteroides caecimuris	CP015401	6	253	0.45903373230593536
Otu0005	Clostridium perfringens	CP000246	0	253	0.00018604248116627087
Otu0005	Clostridium tarantellae	FR733677	2	253	0.017341015096859813
Otu0006	Bacteroides uniformis	AB510711	0	253	0.0001815635233227697
Otu0006	Bacteroides parvus	MT905161	1	253	0.0027389632564509547
Otu0006	Bacteroides humanifaecis	MW228414	1	253	0.0028833137242325613
Otu0006	Bacteroides rodentium	AB531489	4	253	0.145904606452667
Otu0006	Bacteroides fluxus	AB490802	4	253	0.1575277580386204
Otu0006	Bacteroides oleiciplenus	AB490803	5	253	0.3000215143486731
Otu0006	Bacteroides stercorirosoris	AB574481	5	253	0.2803609108727295
Otu0007	Bacteroides fragilis	CR626927	0	253	0.00016556775818887814
Otu0007	Bacteroides hominis	MT905160	0	253	0.00017627552760390852
Otu0007	Bacteroides finegoldii	AB222699	3	253	0.05795875033874298
Otu0007	Bacteroides caecimuris	CP015401	4	253	0.1499521506277245
Otu0007	Bacteroides faecis	AB547640	4	253	0.156657175121936
Otu0007	Bacteroides thetaiotaomicron	AB510710	4	253	0.15060282432099914
Otu0007	Bacteroides zhangwenhongii	MK583535	4	253	0.14673282741057603
Otu0007	Bacteroides faecichinchillae	AB574480	4	253	0.14507785462401723
Otu0007	Bacteroides xylanisolvens	AB510713	5	253	0.2929189805243373
Otu0007	Bacteroides acidifaciens	EU136694	5	253	0.29084884961221547
Otu0007	Bacteroides salyersiae	AQHX01000008	5	253	0.2972945459109765
Otu0007	Bacteroides luhongzhouii	MK584158	6	253	0.4556183077086554
Otu0007	Bacteroides faecium	MN853409	6	253	0.45043729562329093
Otu0008	Thomasclavelia ramosa	AB595128	0	252	0.00016272956751883783
Otu0008	Thomasclavelia saccharogumia	DQ100445	2	252	0.016830872982197764
Otu0008	Thomasclavelia cocleata	AB910744	3	252	0.05978062506562587
Otu0009	Phascolarctobacterium faecium	X72865	0	252	0.00018494827569204286
Otu0010	Clostridium symbiosum	M59112	6	253	0.4756479468050485
Otu0011	Bilophila wadsworthia	AJ867049	0	253	0.0001684654248890194
Otu0012	Bacteroides koreensis	KX025133	1	253	0.0028535283516084586
Otu0012	Bacteroides kribbi	KX025134	1	253	0.0030977944749160935
Otu0012	Bacteroides ovatus	AB510705	2	253	0.017276473408923798
Otu0012	Bacteroides facilis	MT905157	2	253	0.015879035066133196
Otu0012	Bacteroides xylanisolvens	AB510713	3	253	0.0616529387999768
Otu0012	Bacteroides luhongzhouii	MK584158	4	253	0.14756250553528294
Otu0012	Bacteroides caecimuris	CP015401	4	253	0.1499521506277245
Otu0012	Bacteroides faecium	MN853409	4	253	0.14419681351382985
Otu0012	Bacteroides acidifaciens	EU136694	5	253	0.29084884961221547
Otu0012	Bacteroides finegoldii	AB222699	5	253	0.2809877836233925
Otu0012	Bacteroides faecalis	MK207058	6	254	0.4529737211135979
Otu0013	Pseudescherichia vulneris	AB681776	0	253	0.00016960521706488318
Otu0013	Klebsiella africana	MK040622	1	253	0.0029794505538013327
Otu0013	Klebsiella quasipneumoniae subsp. quasipneumoniae	HG933296	1	253	0.0029794505538013327
Otu0013	Klebsiella variicola subsp. tropica	MK040621	1	253	0.0029794505538013327
Otu0013	Klebsiella pneumoniae subsp. rhinoscleromatis	Y17657	1	253	0.0028333646409103297
Otu0013	Klebsiella quasipneumoniae subsp. similipneumoniae	HG933295	1	253	0.0029794505538013327
Otu0013	Klebsiella pneumoniae subsp. pneumoniae	X87276	1	253	0.002961234995163431
Otu0013	Klebsiella variicola subsp. variicola	CP010523	1	253	0.003250807081667695
Otu0013	Enterobacter cloacae subsp. dissolvens	HQ651841	1	253	0.003101932116739814
Otu0013	Kosakonia quasisacchari	MK567956	1	253	0.0029893665329986385
Otu0013	Erwinia aphidicola	FN547376	1	253	0.0028985817638043088
Otu0013	Enterobacter hormaechei subsp. hormaechei	AJ508302	1	253	0.002621912331707721
Otu0013	Enterobacter quasihormaechei	MK567958	1	253	0.003017680234829956
Otu0013	Enterobacter hormaechei subsp. xiangfangensis	HF679035	1	253	0.0030354394222453784
Otu0013	Enterobacter hormaechei subsp. oharae	AJ853889	1	253	0.0032223923614667083
Otu0013	Enterobacter hormaechei subsp. steigerwaltii	AJ853890	1	253	0.00320716377059449
Otu0013	Enterobacter hormaechei subsp. hoffmannii	CP017186	1	253	0.003250807081667695
Otu0013	Enterobacter hormaechei subsp. xiangfangensis	CP017183	1	253	0.003250807081667695
Otu0013	Enterobacter bugandensis	HQ122932	1	253	0.0027200947968383238
Otu0013	Enterobacter cancerogenus	Z96078	1	253	0.0029270562734695638
Otu0013	Enterobacter dykesii	VTTY00000000	1	253	0.0029893665329986385
Otu0013	Enterobacter huaxiensis	MK049964	1	253	0.0026946561322896967
Otu0013	Enterobacter ludwigii	AJ853891	1	253	0.0031919841866396848
Otu0013	Leclercia adecarboxylata	AB681872	1	253	0.003024261226118763
Otu0013	Enterobacter wuhouensis	MK567957	1	253	0.0029893665329986385
Otu0013	Enterobacter chuandaensis	MK049966	1	253	0.0028779283288956625
Otu0013	Enterobacter soli	GU814270	1	253	0.0029752780257179534
Otu0013	Enterobacter vonholyi	VTUC01000000	1	253	0.0029893665329986385
Otu0013	Enterobacter quasiroggenkampii	LFDQ02000000	1	253	0.003017680234829956
Otu0013	Enterobacter quasimori	RXRX01000000	1	253	0.0029893665329986385
Otu0013	Enterobacter asburiae	AB004744	1	253	0.002928390222294519
Otu0013	Enterobacter roggenkampii	CP017184	1	253	0.003250807081667695
Otu0013	Enterobacter sichuanensis	MG832788	1	253	0.0028779283288956625
Otu0013	Enterobacter chengduensis	MTSO01000000	1	253	0.003017680234829956
Otu0013	Pantoea rodasii	MLFP01000054	1	253	0.0031914156330030696
Otu0013	Pantoea rwandensis	JF295055	1	253	0.002850100787407883
Otu0013	Kluyvera cryocrescens	AF310218	1	253	0.00293509600598707
Otu0013	Kluyvera intermedia	AF310217	1	253	0.002847747286760849
Otu0013	Enterobacter kobei	AJ508301	1	253	0.002819031932054128
Otu0013	Klebsiella huaxiensis	MH179329	1	253	0.002624983490624344
Otu0013	Klebsiella aerogenes	CP002824	1	253	0.003250807081667695
Otu0013	Lelliottia amnigena	AB004749	1	253	0.0027905160179807487
Otu0013	Lelliottia jeotgali	KX709881	1	253	0.002803190547900236
Otu0013	Buttiauxella noackiae	AJ233405	1	253	0.00295572172586811
Otu0013	Buttiauxella warmboldiae	AJ233406	1	253	0.003101932116739814
Otu0013	Buttiauxella izardii	AJ233404	1	253	0.0029701262241870197
Otu0013	Buttiauxella agrestis	AJ233400	1	253	0.0030575623273172425
Otu0013	Scandinavium goeteborgense	MK558235	1	253	0.0032210183111469615
Otu0013	Kluyvera ascorbata	JMPL01000225	1	253	0.003046176595961736
Otu0013	Kluyvera sichuanensis	MT437278	1	253	0.00276544006251056
Otu0013	Leclercia pneumoniae	OK161083	1	253	0.0027093699220995804
Otu0013	Huaxiibacter chinensis	OL712205	1	253	0.0029893665329986385
Otu0013	Scandinavium hiltneri	OM987267	1	253	0.0028779283288956625
Otu0013	Scandinavium manionii	OM987268	1	253	0.0028779283288956625
Otu0013	Silvania hatchlandensis	OM987253	1	253	0.002850100787407883
Otu0013	Silvania confinis	OM987254	1	253	0.002850100787407883
Otu0013	Leclercia tamurae	OM987255	1	253	0.002850100787407883
Otu0013	Enterobacter nematophilus	OP818089	1	253	0.002636841767770126
Otu0013	Dryocola boscaweniae	OM971056	1	253	0.002850100787407883
Otu0013	Erwinia persicina	Z96086	2	253	0.01726927949881485
Otu0013	Lelliottia nimipressuralis	Z96077	2	253	0.01741293036317404
Otu0013	Salmonella enterica subsp. arizonae	AF008580	2	253	0.016913294965800074
Otu0013	Salmonella enterica subsp. houtenae	EU014684	2	253	0.018443852744994937
Otu0013	Salmonella enterica subsp. diarizonae	EU014688	2	253	0.01599362760149703
Otu0013	Salmonella enterica subsp. salamae	EU014685	2	253	0.01647745508015752
Otu0013	Salmonella enterica subsp. enterica	AE006468	2	253	0.01811102635628037
Otu0013	Klebsiella pneumoniae subsp. ozaenae	AF130982	2	253	0.01836509812477516
Otu0013	Klebsiella granulomatis	AF009171	2	253	0.01382055570615115
Otu0013	Enterobacter cloacae subsp. cloacae	AJ251469	2	253	0.0183641965965593
Otu0013	Siccibacter turicensis	DQ273681	2	253	0.01663315350278194
Otu0013	Phytobacter palmae	KX893413	2	253	0.01663173670827711
Otu0013	Enterobacter oligotrophicus	LC368255	2	253	0.017542370153429965
Otu0013	Erwinia tasmaniensis	AM055716	2	253	0.017702388940849967
Otu0013	Pantoea piersonii	MG923525	2	253	0.013697537496275891
Otu0013	Pantoea septica	EU216734	2	253	0.016977658727860057
Otu0013	Tatumella citrea	DQ838096	2	253	0.017540657843036933
Otu0013	Tatumella saanichensis	EU215774	2	253	0.017217585535402313
Otu0013	Citrobacter braakii	AF025368	2	253	0.017053739564677484
Otu0013	Citrobacter murliniae	AF025369	2	253	0.017053739564677484
Otu0013	Citrobacter freundii	AJ233408	2	253	0.017921371367783823
Otu0013	Citrobacter europaeus	LT615140	2	253	0.015131364615477927
Otu0013	Citrobacter portucalensis	MVFY01000035	2	253	0.01883720346057116
Otu0013	Citrobacter cronae	MN548424	2	253	0.01749837186897718
Otu0013	Citrobacter werkmanii	AF025373	2	253	0.016437742550898138
Otu0013	Citrobacter gillenii	AF025367	2	253	0.016846878256690845
Otu0013	Citrobacter pasteurii	KP057683	2	253	0.016984132896316173
Otu0013	Yokenella regensburgei	JN175339	2	253	0.016846878256690845
Otu0013	Klebsiella michiganensis	JQ070300	2	253	0.01808272680749423
Otu0013	Klebsiella pasteurii	MN091366	2	253	0.01847198042766729
Otu0013	Klebsiella grimontii	AJ871861	2	253	0.016910439305502956
Otu0013	Klebsiella spallanzanii	MN091365	2	253	0.01847198042766729
Otu0013	Klebsiella oxytoca	AF129440	2	253	0.01836509812477516
Otu0013	Raoultella terrigena	AB680714	2	253	0.017872003260395064
Otu0013	Serratia ureilytica	AJ854062	2	253	0.018788128601683107
Otu0013	Citrobacter meridianamericanus	ON890426	2	253	0.017896501544755528
Otu0013	Trabulsiella guamensis	AB681979	3	253	0.062086256189287425
Otu0013	Salmonella enterica subsp. indica	EU014680	3	253	0.058753699319050945
Otu0013	Escherichia hermannii	AB682276	3	253	0.062086256189287425
Otu0013	Salmonella subterranea	AY373829	3	253	0.05575257306605408
Otu0013	Phytobacter massiliensis	JN657217	3	253	0.060849862406813116
Otu0013	Phytobacter diazotrophicus	DQ821583	3	253	0.05636130168470932
Otu0013	Citrobacter youngae	AB273741	3	253	0.05898338609498566
Otu0013	Erwinia rhapontici	AJ233417	3	253	0.060432643279463405
Otu0013	Enterobacter mori	EU721605	3	253	0.05529537701843679
Otu0013	Tatumella morbirosei	JPKR02000005	3	253	0.06316226631997102
Otu0013	Tatumella punctata	FJ756351	3	253	0.06210985371716293
Otu0013	Tatumella terrea	FJ756353	3	253	0.061478298886756266
Otu0013	Buttiauxella gaviniae	AJ233403	3	253	0.06001681921624602
Otu0013	Scandinavium tedordense	OM987269	3	253	0.05908777857611691
Otu0013	Pantoea leporis	ON166845	3	253	0.056409542392267475
Otu0013	Trabulsiella odontotermitis	DQ453129	4	253	0.14589661293179668
Otu0013	Klebsiella indica	MK942857	4	253	0.1467163838705008
Otu0013	Citrobacter amalonaticus	FR870441	4	253	0.1525705057845712
Otu0013	Citrobacter farmeri	AF025371	4	253	0.15551484168409935
Otu0013	Citrobacter telavivensis	MN603664	4	253	0.156487066432487
Otu0013	Citrobacter sedlakii	AF025364	4	253	0.14430399995544851
Otu0013	Phytobacter ursingii	FJ611881	4	253	0.1409300027483168
Otu0013	Erwinia pyrifoliae	AB242880	4	253	0.14683022946860813
Otu0013	Erwinia amylovora	AJ233410	4	253	0.1496429974915915
Otu0013	Erwinia uzenensis	AB546198	4	253	0.1531889033872066
Otu0013	Erwinia endophytica	LN624761	4	253	0.14760263324902956
Otu0013	Mixta theicola	AB907776	4	253	0.14839362886454222
Otu0013	Pluralibacter gergoviae	AB004748	4	253	0.14589661293179668
Otu0013	Tatumella ptyseos	AJ233437	4	253	0.14260653369533394
Otu0013	Erwinia phyllosphaerae	MZ457073	4	253	0.15173233544133768
Otu0013	Mangrovibacter plantisponsor	EF643377	5	253	0.27991406520736906
Otu0013	Salmonella bongori	AF029227	5	253	0.2891401221722464
Otu0013	Citrobacter rodentium	AF025363	5	253	0.2878856560269353
Otu0013	Kosakonia cowanii	AJ508303	5	253	0.2758012475563947
Otu0013	Siccibacter colletis	LK054215	5	253	0.2838795723059292
Otu0013	Cronobacter muytjensii	AJKU01000067	5	253	0.28069378312057147
Otu0013	Cedecea davisae	ATDT01000040	5	253	0.284960822770601
Otu0013	Cedecea neteri	AB086230	5	253	0.3011805920179388
Otu0013	Cedecea lapagei	KY797643	5	253	0.2970662255272929
Otu0013	Klebsiella electrica	AB762091	5	253	0.2845251101387948
Otu0013	Raoultella ornithinolytica	U78182	5	253	0.29164918341138824
Otu0013	Buttiauxella ferragutiae	AJ233402	5	253	0.29290374255162255
Otu0013	Brenneria alni	AJ233409	5	253	0.2878856560269353
Otu0013	Pectobacterium polonicum	MK240326	5	253	0.29958648827407186
Otu0013	Pectobacterium punjabense	MH249622	5	253	0.29715697184527434
Otu0013	Pectobacterium atrosepticum	JN600332	5	253	0.2855705212418501
Otu0013	Pectobacterium betavasculorum	JN600328	5	253	0.284960822770601
Otu0013	Pectobacterium wasabiae	AKVS01000027	5	253	0.2855705212418501
Otu0013	Pectobacterium parmentieri	CP015749	5	253	0.30020570113848766
Otu0013	Pectobacterium odoriferum	AJ223407	5	253	0.2828686456248908
Otu0013	Pectobacterium versatile	RMBU01000000	5	253	0.28983896415113186
Otu0013	Pectobacterium carotovorum	AJ233411	5	253	0.288512881844458
Otu0013	Pectobacterium brasiliense	JF926716	5	253	0.284960822770601
Otu0013	Pectobacterium parvum	KC337335	5	253	0.2661942640846522
Otu0013	Pectobacterium polaris	MG022082	5	253	0.2953275373456892
Otu0013	Pectobacterium actinidiae	JRMH01000000	5	253	0.2873997520759075
Otu0013	Pectobacterium aquaticum	MK035744	5	253	0.2812977777250375
Otu0013	Chania multitudinisentens	CP007044	5	253	0.29471770504067685
Otu0013	Pectobacterium quasiaquaticum	MW115908	5	253	0.2953275373456892
Otu0013	Pectobacterium peruviense	MF589613	5	253	0.29027244456216905
Otu0013	Mangrovibacter phragmitis	KP319034	6	253	0.45058578757801904
Otu0013	Mangrovibacter yixingensis	KM089834	6	253	0.46427539317958555
Otu0013	Kosakonia oryziphila	JF795013	6	253	0.47416795924920796
Otu0013	Kosakonia arachidis	EU672801	6	253	0.46555567212711546
Otu0013	Kosakonia oryzae	EF488759	6	253	0.4473563756536728
Otu0013	Kosakonia radicincitans	CP018016	6	253	0.4705471412488883
Otu0013	Kosakonia oryzendophytica	JF795011	6	253	0.4481119932884674
Otu0013	Mixta tenebrionis	MK722097	6	253	0.45449237613454496
Otu0013	Erwinia mallotivora	AJ233414	6	253	0.464550055939274
Otu0013	Mixta intestinalis	KP326384	6	253	0.4630674416885031
Otu0013	Winslowiella toletana	FR870447	6	253	0.46750796606742806
Otu0013	Erwinia typographi	GU166291	6	253	0.4497109921728958
Otu0013	Curtobacterium plantarum	JN175348	6	253	0.4457800349508041
Otu0013	Pantoea agglomerans	AJ233423	6	253	0.4711167193054713
Otu0013	Pantoea vagans	EF688012	6	253	0.4679089919204359
Otu0013	Pantoea eucalypti	EF688009	6	253	0.4666904331429266
Otu0013	Phaseolibacter flectens	AB021400	6	253	0.44884107612954194
Otu0013	Buttiauxella brennerae	AJ233401	6	253	0.46529045069006214
Otu0013	Samsonia erythrinae	AF273037	6	253	0.46380905239606907
Otu0013	Pectobacterium cacticida	AJ223409	6	253	0.4539509223506175
Otu0013	Insectihabitans xujianqingii	MK635060	6	253	0.464550055939274
Otu0014	Bacteroides ovatus	AB510705	0	253	0.00016384964618865183
Otu0014	Bacteroides facilis	MT905157	0	253	0.00014525240562690556
Otu0014	Bacteroides koreensis	KX025133	1	253	0.0028535283516084586
Otu0014	Bacteroides kribbi	KX025134	1	253	0.0030977944749160935
Otu0014	Bacteroides xylanisolvens	AB510713	2	253	0.017721980353822442
Otu0014	Bacteroides luhongzhouii	MK584158	3	253	0.05939570675900063
Otu0014	Bacteroides caecimuris	CP015401	3	253	0.060701776963616894
Otu0014	Bacteroides faecium	MN853409	3	253	0.05761001890704076
Otu0014	Bacteroides acidifaciens	EU136694	4	253	0.1533950785385817
Otu0014	Bacteroides finegoldii	AB222699	4	253	0.14466503337274605
Otu0014	Bacteroides faecalis	MK207058	6	254	0.4529737211135979
Otu0015	Phocaeicola dorei	AB242142	0	253	0.00016197349832114405
Otu0015	Phocaeicola vulgatus	CP000139	2	253	0.018289942131989423
Otu0016	Clostridium cadaveris	AB542932	0	253	0.00017751040353364278
Otu0017	Akkermansia muciniphila	CP001071	0	253	0.00017321908185996548
Otu0017	Akkermansia biwaensis	LC711105	6	253	0.4741538064072608
Otu0018	Akkermansia muciniphila	CP001071	4	253	0.15299010682458425
Otu0018	Akkermansia biwaensis	LC711105	4	253	0.1569717179550454
Otu0019	Alistipes onderdonkii subsp. onderdonkii	ARFY01000032	0	253	0.00017611847304710437
Otu0019	Alistipes onderdonkii subsp. vulgaris	LC468789	0	253	0.00016102678058071973
Otu0019	Alistipes finegoldii	AB554230	5	253	0.2822416533393005
Otu0019	Alistipes shahii	FP929032	5	253	0.29792175470298665
Otu0019	Alistipes dispar	LC468801	5	253	0.29227323864495836
Otu0019	Alistipes timonensis	JF824799	6	253	0.46319615077303156
Otu0020	Fusobacterium varium	AJ867036	1	253	0.0028985817638043088
Otu0020	Fusobacterium ulcerans	X55412	3	252	0.058549106092045
Otu0020	Fusobacterium mortiferum	AJ867032	6	253	0.4578593055741106
Otu0020	Fusobacterium necrogenes	AJ867034	6	252	0.46180444347933913
Otu0021	Oscillibacter ruminantium	JF750939	0	253	0.0001506677787955768
Otu0021	Oscillibacter valericigenes	AP012044	3	253	0.06029629103654488
Otu0021	Dysosmobacter acutus	MZ310595	3	253	0.059751474465349896
Otu0021	Oscillibacter hominis	MT905210	3	253	0.06318713428427125
Otu0022	Clostridium porci	MN537446	10	253	0.9438563368193725
Otu0023	Enterococcus canintestini	AJ888906	0	253	0.00017905357609948602
Otu0023	Enterococcus dispar	ASWK01000001	0	253	0.0001795575618888101
Otu0023	Enterococcus saigonensis	LC127059	0	253	0.0001720825358697553
Otu0023	Enterococcus olivae	JQ283454	0	253	0.00014794164864440074
Otu0023	Enterococcus lactis	GU983697	0	253	0.0001779458110231502
Otu0023	Enterococcus ratti	AF539705	0	253	0.00017130586864944064
Otu0023	Enterococcus mundtii	AF061013	0	253	0.00016197763037073543
Otu0023	Enterococcus villorum	ASWG01000003	0	253	0.0001795575618888101
Otu0023	Enterococcus hirae	Y17302	0	253	0.0001673847778491666
Otu0023	Enterococcus durans	AJ276354	0	253	0.0001664744317129152
Otu0023	Enterococcus faecalis	AB012212	0	253	0.00018503194899588404
Otu0023	Enterococcus rivorum	FN822765	0	253	0.0001836155064599554
Otu0023	Enterococcus larvae	MW338870	0	253	0.0001694083334308205
Otu0023	Enterococcus saccharolyticus subsp. saccharolyticus	AF061004	1	253	0.003087093730688939
Otu0023	Enterococcus pseudoavium	AF061002	1	253	0.0031919841866396848
Otu0023	Enterococcus viikkiensis	HQ378515	1	253	0.0029990791118776894
Otu0023	Enterococcus devriesei	AJ891167	1	253	0.003161771767974386
