query_id	species_name	typestrain_id	region_mismatches	region_positions	probability_incompatible	mu1	num_references	mu2	nonregion_positions_in_subject	max_nonregion_mismatches
Otu0001	Rosenbergiella gaditana	MT341811	4	253	0.15232541501051622	0.017716535433070866	5	0.01771653543307086	1212	32
Otu0001	Rosenbergiella nectarea subsp. apis	MT341812	4	253	0.1565237134418761	0.017716535433070866	5	0.01771653543307086	1183	31
Otu0001	Rosenbergiella epipactidis subsp. californiensis	MT341873	4	253	0.1565237134418761	0.017716535433070866	5	0.01771653543307086	1183	31
Otu0001	Rosenbergiella metrosideri	MT341875	4	253	0.1565237134418761	0.017716535433070866	5	0.01771653543307086	1183	31
Otu0001	Rosenbergiella epipactidis subsp. japonica	MT341879	4	253	0.15232541501051622	0.017716535433070866	5	0.01771653543307086	1212	32
Otu0001	Dryocola clanedunensis	OM971055	4	253	0.1496040090127756	0.017716535433070866	5	0.01771653543307086	1091	29
Otu0001	Rosenbergiella nectarea subsp. nectarea	HQ284827	5	254	0.2867030014981765	0.021568627450980392	5	0.021568627450980392	1246	32
Otu0001	Franconibacter pulveris	DQ273684	5	253	0.27667576292544926	0.021653543307086614	5	0.021653543307086614	1072	28
Otu0001	Pantoea eucrina	EU216736	5	253	0.2901278334469447	0.021653543307086614	5	0.021653543307086614	1091	28
Otu0001	Pantoea wallisii	JF295057	5	253	0.2901278334469447	0.021653543307086614	5	0.021653543307086614	1091	28
Otu0001	Pantoea dispersa	DQ504305	5	253	0.2922527586361723	0.021653543307086614	5	0.021653543307086614	1094	28
Otu0001	Pantoea coffeiphila	KJ427829	5	253	0.2851706785930138	0.021653543307086614	5	0.021653543307086614	1200	31
Otu0001	Mixta calida	GQ367478	5	253	0.28725844698624714	0.021653543307086614	5	0.021653543307086614	1242	32
Otu0001	Mixta gaviniae	GQ367483	5	253	0.2866312570033347	0.021653543307086614	5	0.021653543307086614	1241	32
Otu0001	Winslowiella toletana	FR870447	5	253	0.29541282877469344	0.021653543307086614	5	0.021653543307086614	1255	32
Otu0001	Pantoea conspicua	EU216737	5	253	0.2901278334469447	0.021653543307086614	5	0.021653543307086614	1091	28
Otu0001	Pantoea allii	AY530795	5	253	0.28678998800033684	0.021653543307086614	5	0.021653543307086614	1280	33
Otu0001	Flavobacterium acidificum	JX986959	5	253	0.2969255794736172	0.021653543307086614	5	0.021653543307086614	1179	30
Otu0001	Pantoea ananatis	U80196	5	253	0.28646189731042226	0.021653543307086614	5	0.021653543307086614	1202	31
Otu0001	Pantoea deleyi	EF688011	5	253	0.2787166761457113	0.021653543307086614	5	0.021653543307086614	1190	31
Otu0001	Rosenbergiella collisarenosi	KF876186	5	253	0.2910219076143882	0.021653543307086614	5	0.021653543307086614	1248	32
Otu0001	Pantoea anthophila	EF688010	6	253	0.47025605887045074	0.025590551181102362	5	0.02559055118110236	1179	29
Otu0001	Salmonella bongori	AF029227	6	253	0.46009496024449736	0.025590551181102362	5	0.02559055118110236	1245	31
Otu0001	Kosakonia cowanii	AJ508303	6	253	0.445632175191099	0.025590551181102362	5	0.02559055118110236	1109	28
Otu0001	Siccibacter colletis	LK054215	6	253	0.4543015602809716	0.025590551181102362	5	0.02559055118110236	1198	30
Otu0001	Cronobacter muytjensii	AJKU01000067	6	253	0.4495726877990329	0.025590551181102362	5	0.02559055118110236	1270	32
Otu0001	Cronobacter malonaticus	AJKV01000019	6	253	0.44884107612954194	0.025590551181102362	5	0.02559055118110236	1269	32
Otu0001	Cronobacter sakazakii	EF088379	6	253	0.45636589779006376	0.025590551181102362	5	0.02559055118110236	1240	31
Otu0001	Franconibacter daqui	KX865161	6	253	0.464550055939274	0.025590551181102362	5	0.02559055118110236	1251	31
Otu0001	Franconibacter helveticus	DQ273688	6	253	0.4453656312468661	0.025590551181102362	5	0.02559055118110236	992	25
Otu0001	Erwinia oleae	GU810925	6	253	0.4571128976607697	0.025590551181102362	5	0.02559055118110236	1241	31
Otu0001	Izhakiella australiensis	KY744694	6	253	0.4554059372124317	0.025590551181102362	5	0.02559055118110236	1278	32
Otu0001	Pluralibacter pyrinus	AJ010486	6	253	0.45613261284273066	0.025590551181102362	5	0.02559055118110236	1279	32
Otu0001	Cedecea davisae	ATDT01000040	6	253	0.45467870650542086	0.025590551181102362	5	0.02559055118110236	1277	32
Otu0001	Cedecea neteri	AB086230	6	253	0.47577146958979033	0.025590551181102362	5	0.02559055118110236	1146	28
Otu0001	Cedecea lapagei	KY797643	6	253	0.47424765386864975	0.025590551181102362	5	0.02559055118110236	944	23
Otu0001	Pantoea stewartii subsp. stewartii	U80208	6	253	0.4581502994032831	0.025590551181102362	5	0.02559055118110236	1203	30
Otu0001	Klebsiella electrica	AB762091	6	253	0.45507255794968904	0.025590551181102362	5	0.02559055118110236	1199	30
Otu0001	Raoultella ornithinolytica	U78182	6	253	0.4630674416885031	0.025590551181102362	5	0.02559055118110236	1249	31
Otu0001	Serratia ficaria	AJ233428	6	253	0.4578593055741106	0.025590551181102362	5	0.02559055118110236	1242	31
Otu0001	Serratia entomophila	AJ233427	6	253	0.47339415828169706	0.025590551181102362	5	0.02559055118110236	1263	31
Otu0001	Serratia odorifera	AJ233432	6	253	0.4630674416885031	0.025590551181102362	5	0.02559055118110236	1249	31
Otu0001	Serratia rubidaea	AJ233436	6	253	0.46824590958684	0.025590551181102362	5	0.02559055118110236	1256	31
Otu0001	Gibbsiella greigii	KF308333	6	253	0.4633400015448653	0.025590551181102362	5	0.02559055118110236	1091	27
Otu0001	Gibbsiella quercinecans	GU562337	6	253	0.4733650699289733	0.025590551181102362	5	0.02559055118110236	1143	28
Otu0001	Gibbsiella dentisursi	AB566415	6	253	0.45830929309600055	0.025590551181102362	5	0.02559055118110236	1282	32
Otu0001	Tenebrionibacter intestinalis	MW411192	6	253	0.4496626013475553	0.025590551181102362	5	0.02559055118110236	1192	30
Otu0001	Tenebrionicola larvae	MW680835	6	253	0.4503688008097896	0.025590551181102362	5	0.02559055118110236	1232	31
Otu0002	Bacteroides faecis	AB547640	1	253	0.0031769496661064878	0.005905511811023622	5	0.005905511811023624	1222	35
Otu0002	Bacteroides thetaiotaomicron	AB510710	1	253	0.0029646151202920024	0.005905511811023622	5	0.005905511811023624	1208	35
Otu0002	Bacteroides zhangwenhongii	MK583535	1	253	0.002856226809475948	0.005905511811023622	5	0.005905511811023624	1237	36
Otu0002	Bacteroides faecichinchillae	AB574480	1	253	0.0028004166905511996	0.005905511811023622	5	0.005905511811023624	1233	36
Otu0002	Bacteroides finegoldii	AB222699	4	253	0.14466503337274605	0.017716535433070866	5	0.01771653543307086	1232	33
Otu0002	Bacteroides caecimuris	CP015401	5	253	0.2886193311314146	0.021653543307086614	5	0.021653543307086614	1283	33
Otu0002	Bacteroides salyersiae	AQHX01000008	5	253	0.2972945459109765	0.021653543307086614	5	0.021653543307086614	1258	32
Otu0002	Bacteroides fragilis	CR626927	5	253	0.28678998800033684	0.021653543307086614	5	0.021653543307086614	1280	33
Otu0002	Bacteroides hominis	MT905160	5	253	0.3011805920179388	0.021653543307086614	5	0.021653543307086614	1146	29
Otu0002	Bacteroides xylanisolvens	AB510713	6	253	0.4650381450175337	0.025590551181102362	5	0.02559055118110236	1212	30
Otu0002	Bacteroides acidifaciens	EU136694	6	253	0.4580951142366685	0.025590551181102362	5	0.02559055118110236	1715	43
Otu0002	Bacteroides faecalis	MK207058	7	254	0.6252280863013638	0.029411764705882353	5	0.02941176470588235	1201	29
Otu0002	Bacteroides luhongzhouii	MK584158	7	253	0.6273339987074251	0.02952755905511811	5	0.029527559055118106	1239	30
Otu0002	Bacteroides faecium	MN853409	7	253	0.6227601177754122	0.02952755905511811	5	0.029527559055118106	1193	29
Otu0003	Bacteroides xylanisolvens	AB510713	0	253	0.00016960521706488318	0.001968503937007874	5	0.001968503937007874	1212	36
Otu0003	Bacteroides luhongzhouii	MK584158	1	253	0.0028844159396542723	0.005905511811023622	5	0.005905511811023624	1239	36
Otu0003	Bacteroides caecimuris	CP015401	1	253	0.0029893665329986385	0.005905511811023622	5	0.005905511811023624	1283	37
Otu0003	Bacteroides faecium	MN853409	1	253	0.002748114770358301	0.005905511811023622	5	0.005905511811023624	1193	35
Otu0003	Bacteroides koreensis	KX025133	2	253	0.01690702110818154	0.00984251968503937	5	0.00984251968503937	1164	33
Otu0003	Bacteroides kribbi	KX025134	2	253	0.018130043818127217	0.00984251968503937	5	0.00984251968503937	1180	33
Otu0003	Bacteroides ovatus	AB510705	2	253	0.017276473408923798	0.00984251968503937	5	0.00984251968503937	1206	34
Otu0003	Bacteroides acidifaciens	EU136694	2	253	0.018736408146954986	0.00984251968503937	5	0.00984251968503937	1715	47
Otu0003	Bacteroides finegoldii	AB222699	2	253	0.01649203294331436	0.00984251968503937	5	0.00984251968503937	1232	35
Otu0003	Bacteroides facilis	MT905157	2	253	0.015879035066133196	0.00984251968503937	5	0.00984251968503937	1150	33
Otu0003	Bacteroides faecis	AB547640	5	253	0.29937592066572727	0.021653543307086614	5	0.021653543307086614	1222	31
Otu0003	Bacteroides thetaiotaomicron	AB510710	5	253	0.29033602835725925	0.021653543307086614	5	0.021653543307086614	1208	31
Otu0003	Bacteroides zhangwenhongii	MK583535	5	253	0.2841227334053502	0.021653543307086614	5	0.021653543307086614	1237	32
Otu0003	Bacteroides faecichinchillae	AB574480	5	253	0.281614698560965	0.021653543307086614	5	0.021653543307086614	1233	32
Otu0003	Bacteroides fragilis	CR626927	5	253	0.28678998800033684	0.021653543307086614	5	0.021653543307086614	1280	33
Otu0003	Bacteroides hominis	MT905160	5	253	0.3011805920179388	0.021653543307086614	5	0.021653543307086614	1146	29
Otu0003	Bacteroides faecalis	MK207058	7	254	0.6252280863013638	0.029411764705882353	5	0.02941176470588235	1201	29
Otu0004	Bacteroides caccae	CP022412	0	253	0.0001729244851048639	0.001968503937007874	5	0.001968503937007874	1288	38
Otu0004	Bacteroides finegoldii	AB222699	5	253	0.2809877836233925	0.021653543307086614	5	0.021653543307086614	1232	32
Otu0004	Bacteroides intestinalis	AB214328	6	253	0.4496165535090849	0.025590551181102362	5	0.02559055118110236	1231	31
Otu0004	Bacteroides caecimuris	CP015401	6	253	0.45903373230593536	0.025590551181102362	5	0.02559055118110236	1283	32
Otu0005	Clostridium perfringens	CP000246	0	253	0.00018604248116627087	0.001968503937007874	5	0.001968503937007874	1265	37
Otu0005	Clostridium tarantellae	FR733677	2	253	0.017341015096859813	0.00984251968503937	5	0.00984251968503937	1244	35
Otu0006	Bacteroides uniformis	AB510711	0	253	0.0001815635233227697	0.001968503937007874	5	0.001968503937007874	1224	36
Otu0006	Bacteroides parvus	MT905161	1	253	0.0027389632564509547	0.005905511811023622	5	0.005905511811023624	1120	33
Otu0006	Bacteroides humanifaecis	MW228414	1	253	0.0028833137242325613	0.005905511811023622	5	0.005905511811023624	1166	34
Otu0006	Bacteroides rodentium	AB531489	4	253	0.145904606452667	0.017716535433070866	5	0.01771653543307086	1235	33
Otu0006	Bacteroides fluxus	AB490802	4	253	0.1575277580386204	0.017716535433070866	5	0.01771653543307086	1224	32
Otu0006	Bacteroides oleiciplenus	AB490803	5	253	0.3000215143486731	0.021653543307086614	5	0.021653543307086614	1223	31
Otu0006	Bacteroides stercorirosoris	AB574481	5	253	0.2803609108727295	0.021653543307086614	5	0.021653543307086614	1231	32
Otu0007	Bacteroides fragilis	CR626927	0	253	0.00016556775818887814	0.001968503937007874	5	0.001968503937007874	1280	38
Otu0007	Bacteroides hominis	MT905160	0	253	0.00017627552760390852	0.001968503937007874	5	0.001968503937007874	1146	34
Otu0007	Bacteroides finegoldii	AB222699	3	253	0.05795875033874298	0.013779527559055118	5	0.01377952755905512	1232	34
Otu0007	Bacteroides caecimuris	CP015401	4	253	0.1499521506277245	0.017716535433070866	5	0.01771653543307086	1283	34
Otu0007	Bacteroides faecis	AB547640	4	253	0.156657175121936	0.017716535433070866	5	0.01771653543307086	1222	32
Otu0007	Bacteroides thetaiotaomicron	AB510710	4	253	0.15060282432099914	0.017716535433070866	5	0.01771653543307086	1208	32
Otu0007	Bacteroides zhangwenhongii	MK583535	4	253	0.14673282741057603	0.017716535433070866	5	0.01771653543307086	1237	33
Otu0007	Bacteroides faecichinchillae	AB574480	4	253	0.14507785462401723	0.017716535433070866	5	0.01771653543307086	1233	33
Otu0007	Bacteroides xylanisolvens	AB510713	5	253	0.2929189805243373	0.021653543307086614	5	0.021653543307086614	1212	31
Otu0007	Bacteroides acidifaciens	EU136694	5	253	0.29084884961221547	0.021653543307086614	5	0.021653543307086614	1715	44
Otu0007	Bacteroides salyersiae	AQHX01000008	5	253	0.2972945459109765	0.021653543307086614	5	0.021653543307086614	1258	32
Otu0007	Bacteroides luhongzhouii	MK584158	6	253	0.4556183077086554	0.025590551181102362	5	0.02559055118110236	1239	31
Otu0007	Bacteroides faecium	MN853409	6	253	0.45043729562329093	0.025590551181102362	5	0.02559055118110236	1193	30
Otu0008	Thomasclavelia ramosa	AB595128	0	252	0.00016272956751883783	0.001976284584980237	5	0.0019762845849802366	1236	37
Otu0008	Thomasclavelia saccharogumia	DQ100445	2	252	0.016830872982197764	0.009881422924901186	5	0.009881422924901184	1232	35
Otu0008	Thomasclavelia cocleata	AB910744	3	252	0.05978062506562587	0.01383399209486166	5	0.01383399209486166	1236	34
Otu0009	Phascolarctobacterium faecium	X72865	0	252	0.00018494827569204286	0.001976284584980237	5	0.0019762845849802366	1259	37
Otu0010	Clostridium symbiosum	M59112	6	253	0.4756479468050485	0.025590551181102362	5	0.02559055118110236	1226	30
Otu0011	Bilophila wadsworthia	AJ867049	0	253	0.0001684654248890194	0.001968503937007874	5	0.001968503937007874	1247	37
Otu0012	Bacteroides koreensis	KX025133	1	253	0.0028535283516084586	0.005905511811023622	5	0.005905511811023624	1164	34
Otu0012	Bacteroides kribbi	KX025134	1	253	0.0030977944749160935	0.005905511811023622	5	0.005905511811023624	1180	34
Otu0012	Bacteroides ovatus	AB510705	2	253	0.017276473408923798	0.00984251968503937	5	0.00984251968503937	1206	34
Otu0012	Bacteroides facilis	MT905157	2	253	0.015879035066133196	0.00984251968503937	5	0.00984251968503937	1150	33
Otu0012	Bacteroides xylanisolvens	AB510713	3	253	0.0616529387999768	0.013779527559055118	5	0.01377952755905512	1212	33
Otu0012	Bacteroides luhongzhouii	MK584158	4	253	0.14756250553528294	0.017716535433070866	5	0.01771653543307086	1239	33
Otu0012	Bacteroides caecimuris	CP015401	4	253	0.1499521506277245	0.017716535433070866	5	0.01771653543307086	1283	34
Otu0012	Bacteroides faecium	MN853409	4	253	0.14419681351382985	0.017716535433070866	5	0.01771653543307086	1193	32
Otu0012	Bacteroides acidifaciens	EU136694	5	253	0.29084884961221547	0.021653543307086614	5	0.021653543307086614	1715	44
Otu0012	Bacteroides finegoldii	AB222699	5	253	0.2809877836233925	0.021653543307086614	5	0.021653543307086614	1232	32
Otu0012	Bacteroides faecalis	MK207058	6	254	0.4529737211135979	0.025490196078431372	5	0.02549019607843137	1201	30
Otu0013	Pseudescherichia vulneris	AB681776	0	253	0.00016960521706488318	0.001968503937007874	5	0.001968503937007874	1212	36
Otu0013	Klebsiella africana	MK040622	1	253	0.0029794505538013327	0.005905511811023622	5	0.005905511811023624	1209	35
Otu0013	Klebsiella quasipneumoniae subsp. quasipneumoniae	HG933296	1	253	0.0029794505538013327	0.005905511811023622	5	0.005905511811023624	1209	35
Otu0013	Klebsiella variicola subsp. tropica	MK040621	1	253	0.0029794505538013327	0.005905511811023622	5	0.005905511811023624	1209	35
Otu0013	Klebsiella pneumoniae subsp. rhinoscleromatis	Y17657	1	253	0.0028333646409103297	0.005905511811023622	5	0.005905511811023624	1199	35
Otu0013	Klebsiella quasipneumoniae subsp. similipneumoniae	HG933295	1	253	0.0029794505538013327	0.005905511811023622	5	0.005905511811023624	1209	35
Otu0013	Klebsiella pneumoniae subsp. pneumoniae	X87276	1	253	0.002961234995163431	0.005905511811023622	5	0.005905511811023624	1281	37
Otu0013	Klebsiella variicola subsp. variicola	CP010523	1	253	0.003250807081667695	0.005905511811023622	5	0.005905511811023624	1301	37
Otu0013	Enterobacter cloacae subsp. dissolvens	HQ651841	1	253	0.003101932116739814	0.005905511811023622	5	0.005905511811023624	1254	36
Otu0013	Kosakonia quasisacchari	MK567956	1	253	0.0029893665329986385	0.005905511811023622	5	0.005905511811023624	1283	37
Otu0013	Erwinia aphidicola	FN547376	1	253	0.0028985817638043088	0.005905511811023622	5	0.005905511811023624	1240	36
Otu0013	Enterobacter hormaechei subsp. hormaechei	AJ508302	1	253	0.002621912331707721	0.005905511811023622	5	0.005905511811023624	1112	33
Otu0013	Enterobacter quasihormaechei	MK567958	1	253	0.003017680234829956	0.005905511811023622	5	0.005905511811023624	1285	37
Otu0013	Enterobacter hormaechei subsp. xiangfangensis	HF679035	1	253	0.0030354394222453784	0.005905511811023622	5	0.005905511811023624	1176	34
Otu0013	Enterobacter hormaechei subsp. oharae	AJ853889	1	253	0.0032223923614667083	0.005905511811023622	5	0.005905511811023624	1262	36
Otu0013	Enterobacter hormaechei subsp. steigerwaltii	AJ853890	1	253	0.00320716377059449	0.005905511811023622	5	0.005905511811023624	1261	36
Otu0013	Enterobacter hormaechei subsp. hoffmannii	CP017186	1	253	0.003250807081667695	0.005905511811023622	5	0.005905511811023624	1301	37
Otu0013	Enterobacter hormaechei subsp. xiangfangensis	CP017183	1	253	0.003250807081667695	0.005905511811023622	5	0.005905511811023624	1301	37
Otu0013	Enterobacter bugandensis	HQ122932	1	253	0.0027200947968383238	0.005905511811023622	5	0.005905511811023624	1191	35
Otu0013	Enterobacter cancerogenus	Z96078	1	253	0.0029270562734695638	0.005905511811023622	5	0.005905511811023624	1242	36
Otu0013	Enterobacter dykesii	VTTY00000000	1	253	0.0029893665329986385	0.005905511811023622	5	0.005905511811023624	1283	37
Otu0013	Enterobacter huaxiensis	MK049964	1	253	0.0026946561322896967	0.005905511811023622	5	0.005905511811023624	1117	33
Otu0013	Enterobacter ludwigii	AJ853891	1	253	0.0031919841866396848	0.005905511811023622	5	0.005905511811023624	1260	36
Otu0013	Leclercia adecarboxylata	AB681872	1	253	0.003024261226118763	0.005905511811023622	5	0.005905511811023624	1212	35
Otu0013	Enterobacter wuhouensis	MK567957	1	253	0.0029893665329986385	0.005905511811023622	5	0.005905511811023624	1283	37
Otu0013	Enterobacter chuandaensis	MK049966	1	253	0.0028779283288956625	0.005905511811023622	5	0.005905511811023624	1275	37
Otu0013	Enterobacter soli	GU814270	1	253	0.0029752780257179534	0.005905511811023622	5	0.005905511811023624	1282	37
Otu0013	Enterobacter vonholyi	VTUC01000000	1	253	0.0029893665329986385	0.005905511811023622	5	0.005905511811023624	1283	37
Otu0013	Enterobacter quasiroggenkampii	LFDQ02000000	1	253	0.003017680234829956	0.005905511811023622	5	0.005905511811023624	1285	37
Otu0013	Enterobacter quasimori	RXRX01000000	1	253	0.0029893665329986385	0.005905511811023622	5	0.005905511811023624	1283	37
Otu0013	Enterobacter asburiae	AB004744	1	253	0.002928390222294519	0.005905511811023622	5	0.005905511811023624	1169	34
Otu0013	Enterobacter roggenkampii	CP017184	1	253	0.003250807081667695	0.005905511811023622	5	0.005905511811023624	1301	37
Otu0013	Enterobacter sichuanensis	MG832788	1	253	0.0028779283288956625	0.005905511811023622	5	0.005905511811023624	1275	37
Otu0013	Enterobacter chengduensis	MTSO01000000	1	253	0.003017680234829956	0.005905511811023622	5	0.005905511811023624	1285	37
Otu0013	Pantoea rodasii	MLFP01000054	1	253	0.0031914156330030696	0.005905511811023622	5	0.005905511811023624	1297	37
Otu0013	Pantoea rwandensis	JF295055	1	253	0.002850100787407883	0.005905511811023622	5	0.005905511811023624	1091	32
Otu0013	Kluyvera cryocrescens	AF310218	1	253	0.00293509600598707	0.005905511811023622	5	0.005905511811023624	1206	35
Otu0013	Kluyvera intermedia	AF310217	1	253	0.002847747286760849	0.005905511811023622	5	0.005905511811023624	1200	35
Otu0013	Enterobacter kobei	AJ508301	1	253	0.002819031932054128	0.005905511811023622	5	0.005905511811023624	1198	35
Otu0013	Klebsiella huaxiensis	MH179329	1	253	0.002624983490624344	0.005905511811023622	5	0.005905511811023624	825	25
Otu0013	Klebsiella aerogenes	CP002824	1	253	0.003250807081667695	0.005905511811023622	5	0.005905511811023624	1301	37
Otu0013	Lelliottia amnigena	AB004749	1	253	0.0027905160179807487	0.005905511811023622	5	0.005905511811023624	1196	35
Otu0013	Lelliottia jeotgali	KX709881	1	253	0.002803190547900236	0.005905511811023622	5	0.005905511811023624	1088	32
Otu0013	Buttiauxella noackiae	AJ233405	1	253	0.00295572172586811	0.005905511811023622	5	0.005905511811023624	1244	36
Otu0013	Buttiauxella warmboldiae	AJ233406	1	253	0.003101932116739814	0.005905511811023622	5	0.005905511811023624	1254	36
Otu0013	Buttiauxella izardii	AJ233404	1	253	0.0029701262241870197	0.005905511811023622	5	0.005905511811023624	1245	36
Otu0013	Buttiauxella agrestis	AJ233400	1	253	0.0030575623273172425	0.005905511811023622	5	0.005905511811023624	1251	36
Otu0013	Scandinavium goeteborgense	MK558235	1	253	0.0032210183111469615	0.005905511811023622	5	0.005905511811023624	1299	37
Otu0013	Kluyvera ascorbata	JMPL01000225	1	253	0.003046176595961736	0.005905511811023622	5	0.005905511811023624	1287	37
Otu0013	Kluyvera sichuanensis	MT437278	1	253	0.00276544006251056	0.005905511811023622	5	0.005905511811023624	1158	34
Otu0013	Leclercia pneumoniae	OK161083	1	253	0.0027093699220995804	0.005905511811023622	5	0.005905511811023624	1118	33
Otu0013	Huaxiibacter chinensis	OL712205	1	253	0.0029893665329986385	0.005905511811023622	5	0.005905511811023624	1283	37
Otu0013	Scandinavium hiltneri	OM987267	1	253	0.0028779283288956625	0.005905511811023622	5	0.005905511811023624	1275	37
Otu0013	Scandinavium manionii	OM987268	1	253	0.0028779283288956625	0.005905511811023622	5	0.005905511811023624	1275	37
Otu0013	Silvania hatchlandensis	OM987253	1	253	0.002850100787407883	0.005905511811023622	5	0.005905511811023624	1091	32
Otu0013	Silvania confinis	OM987254	1	253	0.002850100787407883	0.005905511811023622	5	0.005905511811023624	1091	32
Otu0013	Leclercia tamurae	OM987255	1	253	0.002850100787407883	0.005905511811023622	5	0.005905511811023624	1091	32
Otu0013	Enterobacter nematophilus	OP818089	1	253	0.002636841767770126	0.005905511811023622	5	0.005905511811023624	1149	34
Otu0013	Dryocola boscaweniae	OM971056	1	253	0.002850100787407883	0.005905511811023622	5	0.005905511811023624	1091	32
Otu0013	Erwinia persicina	Z96086	2	253	0.01726927949881485	0.00984251968503937	5	0.00984251968503937	1243	35
Otu0013	Lelliottia nimipressuralis	Z96077	2	253	0.01741293036317404	0.00984251968503937	5	0.00984251968503937	1245	35
Otu0013	Salmonella enterica subsp. arizonae	AF008580	2	253	0.016913294965800074	0.00984251968503937	5	0.00984251968503937	1238	35
Otu0013	Salmonella enterica subsp. houtenae	EU014684	2	253	0.018443852744994937	0.00984251968503937	5	0.00984251968503937	1184	33
Otu0013	Salmonella enterica subsp. diarizonae	EU014688	2	253	0.01599362760149703	0.00984251968503937	5	0.00984251968503937	1115	32
Otu0013	Salmonella enterica subsp. salamae	EU014685	2	253	0.01647745508015752	0.00984251968503937	5	0.00984251968503937	1195	34
Otu0013	Salmonella enterica subsp. enterica	AE006468	2	253	0.01811102635628037	0.00984251968503937	5	0.00984251968503937	1292	36
Otu0013	Klebsiella pneumoniae subsp. ozaenae	AF130982	2	253	0.01836509812477516	0.00984251968503937	5	0.00984251968503937	1183	33
Otu0013	Klebsiella granulomatis	AF009171	2	253	0.01382055570615115	0.00984251968503937	5	0.00984251968503937	835	25
Otu0013	Enterobacter cloacae subsp. cloacae	AJ251469	2	253	0.0183641965965593	0.00984251968503937	5	0.00984251968503937	1258	35
Otu0013	Siccibacter turicensis	DQ273681	2	253	0.01663315350278194	0.00984251968503937	5	0.00984251968503937	1013	29
